n,func,ins_ms,coll_tbl,coll_lst,find_ms_hits,find_ms_misses,cmp_hits,cmp_misses
1000,H_DIV,0.0,559.5555555555555,184.66666666666666,0.0,0.0,591.3333333333334,603.4444444444445
1000,H_FOLD,0.0,1087.111111111111,354.1111111111111,0.0,0.0,677.1111111111111,709.4444444444445
1000,H_MUL,0.0,544.0,179.22222222222223,0.0,0.0,590.5555555555555,605.7777777777778
10000,H_DIV,0.0,17566.222222222223,18427.333333333332,0.0,0.3333333333333333,14231.555555555555,20917.777777777777
10000,H_FOLD,0.2222222222222222,32799.555555555555,34787.333333333336,0.3333333333333333,0.7777777777777778,22414.666666666668,35710.22222222222
10000,H_MUL,0.0,17525.777777777777,18327.333333333332,0.2222222222222222,0.2222222222222222,14150.555555555555,20901.555555555555
100000,H_DIV,17.666666666666668,301054.6666666667,1835436.5555555555,39.111111111111114,70.88888888888889,967548.5555555555,1844865.0
100000,H_FOLD,35.111111111111114,391323.1111111111,3484024.3333333335,83.44444444444444,169.66666666666666,1791392.111111111,3488662.888888889
100000,H_MUL,23.22222222222222,300960.44444444444,1835090.3333333333,77.33333333333333,148.22222222222223,967372.2222222222,1844355.111111111
