n,m,ins_ms,coll_tbl,coll_lst,find_ms_hits,find_ms_misses,cmp_hits,cmp_misses
1000,1009,0.0,1467.111111111111,499.77777777777777,0.0,0.0,749.6666666666666,793.7777777777778
1000,10007,0.0,416.8888888888889,123.22222222222223,0.0,0.0,561.5555555555555,569.4444444444445
1000,100003,0.0,306.6666666666667,95.0,0.0,0.0,547.7777777777778,555.4444444444445
10000,1009,0.2222222222222222,35964.0,49502.444444444445,0.5555555555555556,1.0,29760.222222222223,49574.555555555555
10000,10007,0.0,20227.11111111111,12528.0,0.0,0.1111111111111111,11274.0,14863.888888888889
10000,100003,0.0,11700.444444444445,9511.555555555555,0.0,0.2222222222222222,9762.555555555555,13091.111111111111
100000,1009,47.888888888888886,395964.0,4955815.555555556,142.44444444444446,287.3333333333333,2527304.5555555555,4955551.888888889
100000,10007,15.777777777777779,369651.1111111111,1249214.2222222222,32.888888888888886,60.77777777777778,674399.3333333334,1251325.7777777778
100000,100003,12.333333333333334,227723.11111111112,949521.4444444445,24.555555555555557,40.666666666666664,524609.0,971005.3333333334
